"1 Cluain na Ri, Ballycullane, New Ross"	Wexford	"193,833"	192044	02/01/2018
"37 GLENMA AVE, CROOM, LIMERICK"	Limerick	"60,000"	58528	09/01/2018
"37 Kirvin Hill, Rathnew"	Wicklow	"242,291"	249422.74	09/01/2018
"38 Finlay Park, Old Carragh Road, Naas"	Kildare	"312,775"	301434.33	09/01/2018
"38 ST KEVINS PARK, DARTRY, DUBLIN 6"	Dublin	"1,650,000"	1712306	09/01/2018
"4 CHURCH VIEW, CLAREGALWAY, GALWAY"	Galway	"337,000"	325635	09/01/2018
"40 ASHBROOK, HOWTH RD, CLONTARF DUBLIN 3"	Dublin	"637,500"	623881	09/01/2018
"45 THE ROWAN, ROCKFIELD, DUNDRUM"	Dublin	"350,000"	332679	09/01/2018
"46 CUIRT NA HABHAINN, LAKEVIEW, CLAREGALWAY"	Galway	"105,000"	104597	09/01/2018
"5 ABBEYSIDE, HOLYCROSS, THURLES"	Tipperary	"120,000"	118990	09/01/2018
"5 FITZHAVEN, SOUTH CIRCULAR RD, LIMERICK"	Limerick	"230,000"	234650	09/01/2018
"53 HAZELWOOD, LOUGHREA, GALWAY"	Galway	"197,000"	200392	09/01/2018
"56 LAKEVIEW, CASTLEBAR, CO MAYO"	Mayo	"160,000"	160806	09/01/2018
"57 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6"	Dublin	"482,000"	500471	09/01/2018
"6 MILLHAVEN, BALLYEDMOND, GOREY"	Wexford	"70,000"	71535	09/01/2018
"6 THE SYCAMORES, RATHMULLAN, DONEGAL"	Donegal	"144,500"	143908	09/01/2018
"6 WOODVILLE DRIVE, ATHLONE, WESTMEATH"	Westmeath	"212,000"	210468	09/01/2018
"60 DELMARE, ENFIELD, MEATH"	Meath	"257,500"	259369	09/01/2018
"62 CEDAR PARK, LEIXLIP, KILDARE"	Kildare	"236,000"	241816	09/01/2018
"7 ASHFIELD ROAD, RANELAGH, DUBLIN 6"	Dublin	"1,110,000"	1122713	09/01/2018
"7 DodderBrook Avenue, Old Court Road, BALLYCULLEN DUBLIN 24"	Dublin	"343,612"	340911.32	09/01/2018
"7 MILLHAVEN, BALLYEDMOND, GOREY"	Wexford	"90,000"	92308	09/01/2018
"70 CLUAIN BUI, THE MOYNE, ENNISCORTHY"	Wexford	"100,000"	104623	09/01/2018
"8 dun eimear, eastham road, bettystown"	Meath	"245,000"	252007	09/01/2018
"85 The Parklands, Youghal"	Cork	"145,375"	143511	09/01/2018
"88 ABBEY COURT, BALLINA, CO MAYO"	Mayo	"79,500"	79473	09/01/2018
"9 THE WILLOWS, KEANES RD, WATERFORD"	Waterford	"172,500"	175562	09/01/2018
"95 THE GREEN, BEAUMONT WOODS, BEAUMONT DUBLIN 9"	Dublin	"330,000"	318601	09/01/2018
"ADANAC, BALLINACARRIG, BRITTAS BAY"	Wicklow	"251,770"	240662	09/01/2018
"AN CARRIG, THE RAMPARTS, KINSALE"	Cork	"700,000"	676219	09/01/2018
"Apartment 26 Coll Corran, Park Road, Killarney"	Kerry	"185,000"	188493	09/01/2018
"Apartment 38, Fairfield, Dingle"	Kerry	"183,436"	180850	09/01/2018
"APT 114 THE VILLAGE, CLARION RD, BALLYTIVNAN"	Sligo	"64,000"	61050	09/01/2018
"APT 11, AN FUARAN, MOYCULLEN"	Galway	"700,000"	734477	09/01/2018
"APT 2, 21 ST PATRICKS HILL, CORK"	Cork	"145,000"	140434	09/01/2018
"APT 37A, LANSDOWNE VALLEY, SLIEVEBLOOM RD DUBLIN 12"	Dublin	"225,000"	230858	09/01/2018
"ARDOUGHTER, BALLYDUFF, CO KERRY"	Kerry	"125,000"	122750	09/01/2018
"BALLINDINAS, BARNTOWN, WEXFORD"	Wexford	"215,000"	208645	09/01/2018
"BALLINTUBBER WEST, CARRIGTWOHILL, CORK"	Cork	"125,000"	128496	09/01/2018
"BANK LODGE, 1 KINSALE RD, TURNERS CROSS"	Cork	"260,000"	263687	09/01/2018
"CHURCH ST, TULLOW, CARLOW"	Carlow	"145,000"	151438	09/01/2018
"COOLBANAGHER CASTLE HOUSE, COOLBANAGHER, EMO"	Laois	"450,000"	439320	09/01/2018
"GAOTH NA MARA, UPPER QUAY, WESTPORT"	Mayo	"106,000"	102882	09/01/2018
"GROUND FLOOR APT 2, MOY MEWS, BALLYMAHON"	Longford	"75,000"	71733	09/01/2018
"HOUSE, CLONOLIA SOUTH, MOUNTSHANNON"	Clare	"120,000"	114012	09/01/2018
"KILVEMNON, MULLINAHONE, TIPPERARY"	Tipperary	"45,000"	46137	09/01/2018
"KNOCKANARE, BUTTEVANT, COUNTY CORK"	Cork	"90,000"	93605	09/01/2018
"MILVERTON, SKERRIES, COUNTY DUBLIN"	Dublin	"310,000"	311160	09/01/2018
"MONEVANE, WALSH ISLAND, OFFALY"	Offaly	"180,000"	185486	09/01/2018
"OBERSTOWN, TARA, MEATH"	Meath	"246,000"	251427	09/01/2018
"RATHGONAN, ARDAGH, LIMERICK"	Limerick	"100,000"	97485	09/01/2018
"ROSEANNA, SLIABH LAOI, KERRY PIKE"	Cork	"290,000"	296456	09/01/2018
"ROSEBANK, CLASH RD, LITTLE ISLAND"	Cork	"267,000"	255036	09/01/2018
"SHANBALLY, BALLYGARRON, KILMEADEN"	Waterford	"285,000"	273338	09/01/2018
"SPRINGFIELD, CASTLEBAR, MAYO"	Mayo	"208,000"	199481	09/01/2018
"ST KEARNS, SALTMILL FETHARD ON SEA, WEXFORD"	Wexford	"359,000"	348601	09/01/2018
"THE COTTAGE, LICKNAVAR, SKIBBEREEN"	Cork	"160,000"	162903	09/01/2018
"THE SQUARE, OUGHTERARD, GALWAY"	Galway	"222,000"	231637	09/01/2018
"TONANEAVE, MAGHERACLOONE, CARRICKMACROSS"	Monaghan	"255,000"	246049	09/01/2018
"Unit 56  Block A, Orwell Gate, Marianella"	Dublin	"660,793"	655852	09/01/2018
"UPPER ROAD, STRANDHILL, CO SLIGO"	Sligo	"411,012"	398044	09/01/2018
"10 Pairc Na Ri, Athenry, Galway"	Galway	"208,239"	215648	10/01/2018
"10 PRIORY GROVE, STILLORGAN, DUBLIN"	Dublin	"700,000"	666340	10/01/2018
"10 THE CRESCENT, BODEN PARK, RATHFARNHAM DUBLIN 14"	Dublin	"450,000"	437232	10/01/2018
"107 BRUACH NA HABHAINN, QUIN RD, ENNIS"	Clare	"94,000"	94146	10/01/2018
"113 SEVEN OAKS, SARSFIELD RD, DUBLIN 10"	Dublin	"60,719"	62692.14	10/01/2018
"12 ABOTTSWOOD DOWNS, MONASTERY RD, ROCHESTOWN"	Cork	"730,000"	738104	10/01/2018
"12 CANON HALL, CHURCH ST EAST, DUBLIN 3"	Dublin	"335,000"	331095	10/01/2018
"12 GLANDORE AVE, BLACKROCK, CORK"	Cork	"250,000"	253722	10/01/2018
"12 GRANARY, ABBEYKNOCKMOY, TUAM"	Galway	"152,000"	147651	10/01/2018
"12 Stratton Close, Adamstown Square, Adamstown"	Dublin	"281,938"	278909.32	10/01/2018
"121 GLENCULLEN, DUNTAHANE RD, FERMOY"	Cork	"175,000"	181703	10/01/2018
"14 BERNADETTE PLACE, THE FAYTHE, WEXFORD"	Wexford	"155,000"	157655	10/01/2018
"14 CORR A BHILE, MANORHAMILTON ROAD, KILLARGUE"	Leitrim	"70,000"	71789	10/01/2018
"14 Hollywoodrath Road, Hollystown, Dublin"	Dublin	"352,423"	365988	10/01/2018
"14 MILLSTREAM, KILLALOE"	Clare	"120,000"	120054	10/01/2018
"153 ARDMORE DR, ARTANE, DUBLIN 5"	Dublin	"420,000"	432146	10/01/2018
"16 ARD DARA DR, STATION RD, BLARNEY"	Cork	"326,000"	322856	10/01/2018
"16 GREENDALE, CLON RD, ENNIS"	Clare	"177,000"	177792	10/01/2018
"16 MC MAHON ST, SOUTH CIRCULAR RD, DUBLIN 8"	Dublin	"525,000"	542332	10/01/2018
"17 WINDSOR COURT, STRADBROOK RD, BLACKROCK"	Dublin	"200,000"	194497	10/01/2018
"18 BROOKES MILL, PROSPEROUS, KILDARE"	Kildare	"224,670"	227034.6	10/01/2018
"18 DAVITT ROAD SOUTH, WEXFORD"	Wexford	"130,000"	135403	10/01/2018
"18 GLAVIN'S TERRACE, COBH, CO CORK"	Cork	"135,000"	137702	10/01/2018
"18 WINDSOR COURT, STRADBROOK RD, BLACKROCK"	Dublin	"200,000"	191187	10/01/2018
"19 ARD ESKER, ATHENRY, GALWAY"	Galway	"195,000"	194365	10/01/2018
"19 CUIL DUIN ROW, CITYWEST"	Dublin	"264,317"	261229	10/01/2018
"19 Longview Place, Millers Glen, Swords"	Dublin	"284,141"	280355	10/01/2018
"19 RIVERWOOD CHASE, CARPENTERSTOWN, DUBLIN 15"	Dublin	"422,000"	408431	10/01/2018
"2 croftwell school road, rathcoole, co dublin"	Dublin	"352,423"	347042.9	10/01/2018
"2 GREEN LANE, OFF NEW ST, KILLARNEY"	Kerry	"80,000"	83804	10/01/2018
"2 GROVELANDS, BALLYMAHON RD, ATHLONE"	Westmeath	"150,000"	154637	10/01/2018
"2 Perrymount, Inch, Gorey"	Wexford	"339,207"	335535.04	10/01/2018
"2 THE GROVE, ABBEYSIDE, DUNGARVAN"	Waterford	"170,000"	169043	10/01/2018
"2 THE VILLAS, CLONROCHE, ENNISCORTHY"	Wexford	"55,000"	54838	10/01/2018
"2 WOODPARK, LISMONAGHAN, LETTERKENNY"	Donegal	"70,000"	70771	10/01/2018
"20 AVOCA HALL, AVOCA PARK, BLACKROCK"	Dublin	"205,000"	198659	10/01/2018
"208 CASTLETOWN ESTATE, LEIXLIP, KILDARE"	Kildare	"440,100"	448763	10/01/2018
"22 COLLEGE PARK, LETTERKENNY, DONEGAL"	Donegal	"80,000"	83608	10/01/2018
"223 RICHMOND COURT, DARTRY, DUBLIN 6"	Dublin	"395,000"	402259	10/01/2018
"24 Ard na Locha, Moate, County Westmeath"	Westmeath	"169,540"	171130	10/01/2018
"24 Coolkellure Rise, Lehenaghbeg"	Cork	"228,149"	227308	10/01/2018
"254 DELWOOD RD, CASTLEKNOCK, DUBLIN 15"	Dublin	"477,500"	455900	10/01/2018
"26 CLUNE RD, FINGLAS EAST, DUBLIN 11"	Dublin	"295,000"	309527	10/01/2018
"26 THE PARK, BEAUMONT WOODS, BEAUMONT DUBLIN 9"	Dublin	"420,000"	429285	10/01/2018
"26 THE PARK, DRUMMIN VILLAGE, NENAGH"	Tipperary	"160,000"	167409	10/01/2018
"27 ASHLAWN PARK, BALLYBRACK, DUBLIN"	Dublin	"140,000"	139333	10/01/2018
"28 AISLING CLOSE, BALLINCOLLIG, CORK"	Cork	"220,000"	227423	10/01/2018
"28 Parkside Boulevard, Malahide Road, Dublin 13"	Dublin	"352,423"	335868	10/01/2018
"29 CLONLARA VILLAGE, CLONLARA, CLARE"	Clare	"180,000"	180412	10/01/2018
"29 GRAY ST, DUBLIN 8, DUBLIN"	Dublin	"401,000"	389230	10/01/2018
"29 The Meadows, Whitefield Manor, Bettystown"	Meath	"225,022"	227748.03	10/01/2018
"3 COOLCORMACK VALLEY, DUNGARVAN, WATERFORD"	Waterford	"130,000"	125857	10/01/2018
"3 COOLMINE MEWS, CLONSILLA, DUBLIN 15"	Dublin	"365,000"	351739	10/01/2018
"3 O'MAHONY AVENUE, BANDON, CO CORK"	Cork	"112,000"	112279	10/01/2018
"3 OCEAN VIEW, LAHINCH, CLARE"	Clare	"155,000"	156151	10/01/2018
"30 FARNAMURRAY, NENAGH, TIPPERARY"	Tipperary	"154,185"	149955	10/01/2018
"30 FRIARS GREEN, TULLOW RD, CARLOW"	Carlow	"136,000"	131295	10/01/2018
"31 AILESBURY MEWS, AILESBURY GARDENS, SANDYMOUNT DUBLIN 4"	Dublin	"250,000"	248172	10/01/2018
"31 ST PETERS SQ, PHIBSBORO, DUBLIN 7"	Dublin	"198,000"	197553	10/01/2018
"32 LARCHFIELD RISE, CORK HILL, YOUGHAL"	Cork	"135,000"	132673	10/01/2018
"34 THE DRIVE, EARLS COURT, KILL"	Kildare	"305,000"	319602	10/01/2018
"35 GLENMA, CROOM, LIMERICK"	Limerick	"32,250"	30856	10/01/2018
"35 MONALOE AVENUE, BLACKROCK, CO DUBLIN"	Dublin	"550,000"	535489	10/01/2018
"36 GATE LODGE, CASTLE RD, BLACKROCK"	Cork	"287,500"	298415	10/01/2018
"37 WOODLANDS PARK, COILL DUBH, NAAS"	Kildare	"206,000"	216156	10/01/2018
"38 THE CRESCENT, LOUGHBOLLARD, CLANE"	Kildare	"220,000"	222563	10/01/2018
"39 SEVEN OAK, SARSFIELD ROAD, BALLYFERMOT"	Dublin	"68,482"	70790.51	10/01/2018
"4 COIS ABHAINN, RIVERSTICK, CORK"	Cork	"225,000"	224745	10/01/2018
"4 ROWLANDS LANE, OFF DOMINICK ST, CORK"	Cork	"127,000"	130619	10/01/2018
"4 ST BRIDGETS TERRACE, GALWAY RD, TUAM"	Galway	"73,000"	70785	10/01/2018
"40 CORN EXCHANGE, POOLBEG ST, DUBLIN 2"	Dublin	"315,601"	302307	10/01/2018
"40 THE CRESCENT MILLBROOK LAWNS, TALLAGHT DUBLIN 2, DUBLIN"	Dublin	"280,000"	267491	10/01/2018
"44 DEERPARK PLACE, KILTIPPER WAY, DUBLIN 24"	Dublin	"175,000"	174809	10/01/2018
"44 THE CLOSE, DRUMMIN VILLAGE, NENAGH"	Tipperary	"165,000"	158377	10/01/2018
"45 BELGROVE LAWN, CHAPELIZOD, DUBLIN 20"	Dublin	"545,000"	518179	10/01/2018
"45 ORWELL GATE, Marianella, RATHGAR"	Dublin	"523,325"	518422	10/01/2018
"45 THE CLOSE, DRUMMIN VILLAGE, NENAGH"	Tipperary	"165,000"	158290	10/01/2018
"48 HOLLYWOOD EST, BLARNEY RD, CORK"	Cork	"155,000"	159600	10/01/2018
"49 ROSEHILL, BALLINACURRA, MIDLETON"	Cork	"325,000"	340046	10/01/2018
"5 AVOCA HALL, AVOCA PARK, BLACKROCK"	Dublin	"215,000"	214004	10/01/2018
"5 COURTWOOD, GARRYDUFF, ROCHESTOWN"	Cork	"625,000"	607677	10/01/2018
"5 HENRY STREET, TULLAMORE, COUNTY OFFALY"	Offaly	"40,000"	41851	10/01/2018
"5 MCCLURES TERRACE, LETTERKENNY, DONEGAL"	Donegal	"31,000"	30810	10/01/2018
"50 BERRYS CLOSE SPA RD, INCHICORE DUBLIN 8, DUBLIN"	Dublin	"68,120"	66732.83	10/01/2018
"50 CULLENSWOOD APTS, NORTHBROOK AVE, RANELAGH DUBLIN 6"	Dublin	"150,000"	144986	10/01/2018
"51 LEOPARDSTOWN GROVE, LEOPARDSTOWN, DUBLIN 18"	Dublin	"825,000"	861935	10/01/2018
"51 RIVER CRESCENT, VIRGINIA, CAVAN"	Cavan	"295,000"	286962	10/01/2018
"52 CULLENSWOOD HOUSE, NORTHBROOK AVE, RANELAGH DUBLIN 6"	Dublin	"150,000"	155626	10/01/2018
"526 CURRAGH RD, KILDARE, KILDARE"	Kildare	"170,000"	162477	10/01/2018
"53 CANON HALL, CHURCH ST EAST, DUBLIN 3"	Dublin	"340,000"	333180	10/01/2018
"55 SHANNON PARK, EDGEWORTHSTOWN, LONGFORD"	Longford	"82,000"	78542	10/01/2018
"6 EDWARD PLACE, BLOOMFIELD AVE, DONNYBROOK"	Dublin	"420,000"	439376	10/01/2018
"6 HOME RULE TERRACE, SKIBBEREEN, CO CORK"	Cork	"65,000"	63030	10/01/2018
"6 NEW ROAD, BIRR, OFFALY"	Offaly	"82,000"	80858	10/01/2018
"6 ST SEACHNAILS, DUNSHAUGHLIN, MEATH"	Meath	"350,000"	358575	10/01/2018
"6 THE PARK, DRUMMIN VILLAGE, NENAGH"	Tipperary	"170,000"	169165	10/01/2018
"61 Orwell Gate, Block A, Marianella"	Dublin	"472,488"	472870	10/01/2018
"63 The Meadows, Marlton Road, Wicklow Town"	Wicklow	"299,559"	292714.46	10/01/2018
"65 HIGH ST, CORK"	Cork	"205,000"	199511	10/01/2018
"66 RATHDOWN PARK, GREYSTONES, WICKLOW"	Wicklow	"545,000"	567278	10/01/2018
"67 NORTH MAIN STREET, YOUGHAL, CO CORK"	Cork	"40,000"	38339	10/01/2018
"67 NORTH MAIN STREET, YOUGHAL, CO CORK"	Cork	"39,500"	40817	10/01/2018
"7 AN BOITHRIN NUA, SEAN DOIRE, DURROW"	Laois	"155,000"	160092	10/01/2018
"7 DAVID PARK, WHITWORTH RD, DRUMCONDRA DUBLIN 9"	Dublin	"347,000"	350463	10/01/2018
"7 GLEANN TUARAIG, CHICKLEYS RD, YOUGHAL"	Cork	"126,500"	123559	10/01/2018
"71 GOLDENBRIDGE AVE, INCHICORE, DUBLIN 8"	Dublin	"306,000"	318647	10/01/2018
"72 MONTROSE CRESCENT, ARTANE, DUBLIN 5"	Dublin	"414,000"	418725	10/01/2018
"75 BROTHERTON, SLEATY RD, CARLOW"	Carlow	"172,500"	180591	10/01/2018
"8 MOUNT PROSPECT, GLASHEEN RD, CORK"	Cork	"280,000"	276174	10/01/2018
"8 THE GLEN, GREENVALLEY, DONNYBROOK"	Cork	"123,000"	119499	10/01/2018
"8 THE STABLES, BRIDGE ST, HEADFORD"	Galway	"91,500"	91669	10/01/2018
"82 ARDLEA, DUNSHAUGHLIN, MEATH"	Meath	"295,000"	297092	10/01/2018
"85 STEEPLECHASE GREEN, RATOATH, MEATH"	Meath	"272,000"	266242	10/01/2018
"87 ASWOOD, ROUNDWOOD, WICKLOW"	Wicklow	"228,500"	229198	10/01/2018
"88 KILDARE RD, CRUMLIN DUBLIN 12, DUBLIN"	Dublin	"84,846"	85152.08	10/01/2018
"92 LORETO ABBEY, RATHFARNHAM, DUBLIN 18"	Dublin	"325,000"	339619	10/01/2018
"93 THE DRIVE, KILL ST. LAWRENCE, AIRPORT ROAD"	Waterford	"219,383"	215491	10/01/2018
"97 Ashfield Avenue, Ridgewood, Forrest Road"	Dublin	"370,000"	368515	10/01/2018
"ALLENWORTH NORTH, NAAS, CO KILDARE"	Kildare	"80,000"	80365	10/01/2018
"ANNAGHBEG, STROKESTOWN, CO ROSCOMMON"	Roscommon	"120,000"	121335	10/01/2018
"APARTMENT 15 THE MOORINGS, MARKET POINT, MULLINGAR"	Westmeath	"48,000"	49185	10/01/2018
"APT 118 THE FALCON, JACOBS ISLAND, MAHON"	Cork	"157,000"	153377	10/01/2018
"APT 17, WELLINGTON SQ, WELLINGTON ST"	Waterford	"60,000"	62150	10/01/2018
"APT 1, VERCHOYLE HOUSE, STEPHENS LANE DUBLIN 2"	Dublin	"100,000"	100111	10/01/2018
"APT 26, LESLIES ARCH, OLD QUARTER"	Cork	"202,000"	200647	10/01/2018
"APT 36, GLASLYN, HOWTH RD DUBLIN 3"	Dublin	"385,000"	383029	10/01/2018
"APT 60, MILL HOUSE, ENNIS"	Clare	"67,000"	69435	10/01/2018
"APT 66, 16 KINGS INNS ST, DUBLIN 1"	Dublin	"355,000"	369462	10/01/2018
"APT 6, VERCHOYLE HOUSE, STEPHENS LANE DUBLIN 2"	Dublin	"100,000"	96834	10/01/2018
"APT 9 DILLON COURT, CHURCH LANE, COUNTY LEITRIM"	Leitrim	"28,000"	26757	10/01/2018
"BALLYNASLANEY, OYLEGATE, ENNISCORTHY"	Wexford	"95,000"	99254	10/01/2018
"BISHOPSLOUGH EAST, NEWTOWN, BENNETTSBRIDGE"	Kilkenny	"340,000"	353769	10/01/2018
"CROSSROADS, NEWTOWN, CASTLETROY"	Limerick	"258,000"	260567	10/01/2018
"FARAHY RD, KILDORRERY, CORK"	Cork	"71,000"	68395	10/01/2018
"GREENWOOD, DUNDRUM, CO DUBLIN"	Dublin	"495,000"	511113	10/01/2018
"GREYFIELD, CULFADDA, BALLYMOTE"	Sligo	"25,000"	26072	10/01/2018
"KELLYSTOWN, COOLDERRY, CARRICKMACROSS"	Monaghan	"160,000"	164161	10/01/2018
"KILMAGNER, UPPER BALLYMACOOL, LETTERKENNY"	Donegal	"235,000"	231175	10/01/2018
"KILROSS, CO. TIPPERARY"	Tipperary	"10,000"	9803	10/01/2018
"KILROSS, CO. TIPPERARY"	Tipperary	"10,000"	9602	10/01/2018
"KILROSS, CO. TIPPERARY"	Tipperary	"10,000"	10174	10/01/2018
"KILROSS, CO. TIPPERARY"	Tipperary	"10,000"	10370	10/01/2018
"MARKET STREET, DROMAHAIR, CO. LEITRIM"	Leitrim	"57,500"	59188	10/01/2018
"MEADOWLANDS, RATHANKER, PASSAGE WEST"	Cork	"595,000"	571464	10/01/2018
"MORERAH, LECKAUN, VIA SLIGO"	Leitrim	"270,000"	283437	10/01/2018
"NEWHAGGARD, TRIM, CO MEATH"	Meath	"267,000"	263677	10/01/2018
"NO. 1 CURRAGHLEAS, MOUNTAIN TOP, LETTERKENNY"	Donegal	"135,000"	140412	10/01/2018
"PORTLEAN, KILMACRENAN, DONEGAL"	Donegal	"184,000"	192769	10/01/2018
"ROSSALL, BALLYWILLIAM, TAY RD"	Cork	"295,000"	282665	10/01/2018
"SARINA, 429 GRIFFITH AVE, GLASNEVIN DUBLIN 9"	Dublin	"785,000"	754968	10/01/2018
"ST MARYS, BALLYGILLAN BIG, ROSSLARE HARBOUR"	Wexford	"70,000"	67409	10/01/2018
"TEMPLEHOUSE, BALLYMOTE, SLIGO"	Sligo	"37,000"	38731	10/01/2018
"TEMPLEMORE RD, CLOUGHJORDAN, TIPPERARY"	Tipperary	"67,000"	69811	10/01/2018
"TEMPLEMORE RD, CLOUGHJORDAN, TIPPERARY"	Tipperary	"10,000"	9792	10/01/2018
"TRACARTA, CASTLEHAVEN, SKIBBEREEN"	Cork	"550,000"	544481	10/01/2018
"TUBRIDE, OLDCASTLE, MEATH"	Meath	"55,000"	54362	10/01/2018
"Unit 27 Parkside Boulevard, Parkside, Malahide Road"	Dublin	"350,200"	356103	10/01/2018
"WOODSDOWN RIVERS, ANNACOTTY, CASTLETROY"	Limerick	"290,000"	279120	10/01/2018
"1 ANNALEE DR, BALLYHAISE, CAVAN"	Cavan	"75,000"	71314	11/01/2018
"1 CHURCHLANE, BALLINALOCK, CORK"	Cork	"235,000"	244130	11/01/2018
"1 GLENSIDE, BARRACK ST, CAPPOQUIN"	Waterford	"350,000"	339476	11/01/2018
"10 Daffodil Way, Forest Hill, Carrigaline"	Cork	"264,317"	267550.17	11/01/2018
"10 Dromroe, Castlebaldwin, County Sligo"	Sligo	"118,000"	113361	11/01/2018
"10 KILNINGCARRIG MANOR, BURNABY, GREYSTONES"	Wicklow	"960,000"	990502	11/01/2018
"100 Fairway Heights, Tralee"	Kerry	"48,458"	47226	11/01/2018
"101 Fairway Heights, Tralee"	Kerry	"48,458"	47821	11/01/2018
"102  The Woods, Glounthaune, Co Cork."	Cork	"308,370"	301285	11/01/2018
"102 THE DRUMLINS, VIRGINIA, CAVAN"	Cavan	"205,000"	213352	11/01/2018
"103 BOTHAR CHLANN RAGHNAILL, DOMHNACH CEARNA, BAC 5 DUBLIN 5"	Dublin	"373,000"	356712	11/01/2018
"104 Fairway Heights, Tralee"	Kerry	"48,458"	48949	11/01/2018
"107 FAIRWAY HEIGHTS, TRALEE, KERRY"	Kerry	"48,458"	48241	11/01/2018
"107 STONEPARK ABBEY, RATHFARNHAM, DUBLIN 14"	Dublin	"550,000"	535638	11/01/2018
"108 FAIRWAY HEIGHTS, TRALEE, KERRY"	Kerry	"48,458"	48845	11/01/2018
"11 GLASSLYN, BANDON, CORK"	Cork	"180,000"	176232	11/01/2018
"11 MICHAEL STREET, WEXFORD, CO WEXFORD"	Wexford	"60,000"	61242	11/01/2018
"11 THE ORCHARD, MILLERSBROOK, BORRISOKANE RD"	Tipperary	"147,500"	146933	11/01/2018
"110 FAIRWAY HEIGHTS, TRALEE, KERRY"	Kerry	"48,458"	46831	11/01/2018
"111 Fairway Heights, Tralee"	Kerry	"48,458"	48696	11/01/2018
"116 FAIRWAY HEIGHTS, TRALEE, CO KERRY"	Kerry	"48,458"	50858	11/01/2018
"117 FAIRWAY HEIGHTS, TRALEE, KERRY"	Kerry	"48,458"	47561	11/01/2018
"117 RINUCCINI COURT, DUBLIN ROAD, PORTLAOISE"	Laois	"75,000"	71811	11/01/2018
"118 FAIRWAY HEIGHTS, TRALEE, KERRY"	Kerry	"48,458"	46508	11/01/2018
"119 FAIRWAY HEIGHTS, TRALEE, KERRY"	Kerry	"48,458"	50503	11/01/2018
"12 BROOK LODGE HOUSE, OAKVIEW VILLAGE, TRALEE"	Kerry	"85,000"	82279	11/01/2018
"12 Seagull Park, Clogherhead"	Louth	"70,000"	66723	11/01/2018
"126 SHELMARTIN AVE, MARINO, DUBLIN 3"	Dublin	"420,000"	406304	11/01/2018
"14 85 MAIN ST, YOUGHAL, CORK"	Cork	"17,067"	16884	11/01/2018
"14 ABBEY CT, KILLALA RD, BALLINA"	Mayo	"72,000"	69928	11/01/2018
"14 FERRYVIEW PARK, RINGASKIDDY, CORK"	Cork	"186,000"	195087	11/01/2018
"14 GRACEFIELD AVE, ARTANE, DUBLIN 5"	Dublin	"475,000"	496735	11/01/2018
"14 THE CRESCENT, FAIRFIELD PARK, OLD TRAMORE ROAD"	Waterford	"135,886"	132572	11/01/2018
"14B ARBUTUS AVENUE, PARNELL ROAD, DUBLIN 12"	Dublin	"295,000"	306643	11/01/2018
"15 ROCKFORD PARK, BLACKROCK, DUBLIN"	Dublin	"457,000"	449653	11/01/2018
